Nickname,Kills,Deaths,Assists,ADR
KSCERATO,39,34,8,88
KSCERATO,37,28,6,169
KSCERATO,39,25,8,76
KSCERATO,43,22,9,91
KSCERATO,62,34,11,115
KSCERATO,45,37,8,173
KSCERATO,26,28,10,62
KSCERATO,24,36,9,58
